t,q_hip,i_hip,q_knee,i_knee,q_ankle,i_ankle,q_shoulder,i_shoulder,ax,ay,az,fx,fy,fz,mx,my,mz,fx0,fy0,fz0,mx0,my0,mz0
2.22,0.387906,1.26193,0.475056,-0.623822,0.125442,-1.936035,-0.339503,-1.468266,0.537419,0.391641,0.246259,4.514321,3.289784,84.472579,-1.222218,-0.523154,0.085691,3.224515,2.349846,60.337557,-0.234985,0.322452,0.0
2.24,0.390417,1.249477,0.473793,-0.639004,0.121566,-1.939987,-0.342428,-1.457355,0.54006,0.392122,0.246085,4.536506,3.293825,84.471115,-1.222817,-0.519774,0.085939,3.240362,2.352732,60.336511,-0.235273,0.324036,0.0
2.26,0.392904,1.236943,0.4725,-0.654144,0.117682,-1.943815,-0.345332,-1.446351,0.542647,0.392589,0.245907,4.558237,3.297747,84.469618,-1.223398,-0.516461,0.086181,3.255884,2.355533,60.335441,-0.235553,0.325588,0.0
2.28,0.395365,1.224331,0.471176,-0.669243,0.11379,-1.947518,-0.348214,-1.435254,0.54518,0.393042,0.245725,4.579513,3.30155,84.468087,-1.223961,-0.513218,0.086418,3.271081,2.35825,60.334348,-0.235825,0.327108,0.0
2.3,0.397801,1.21164,0.469823,-0.684299,0.109892,-1.951097,-0.351073,-1.424065,0.547658,0.39348,0.245539,4.60033,3.305235,84.466524,-1.224506,-0.510043,0.086649,3.28595,2.360882,60.333231,-0.236088,0.328595,0.0
2.32,0.400211,1.198872,0.468439,-0.699312,0.105986,-1.954551,-0.35391,-1.412786,0.550082,0.393905,0.245349,4.620688,3.3088,84.464928,-1.225032,-0.506938,0.086874,3.300491,2.363429,60.332091,-0.236343,0.330049,0.0
2.34,0.402596,1.186027,0.467026,-0.714279,0.102074,-1.95788,-0.356724,-1.401415,0.55245,0.394315,0.245155,4.640583,3.312247,84.463298,-1.22554,-0.503902,0.087094,3.314702,2.36589,60.330927,-0.236589,0.33147,0.0
2.36,0.404955,1.173106,0.465582,-0.729201,0.098155,-1.961084,-0.359516,-1.389956,0.554764,0.394711,0.244957,4.660014,3.315574,84.461636,-1.226029,-0.500935,0.087308,3.328582,2.368267,60.32974,-0.236827,0.332858,0.0
2.38,0.407289,1.16011,0.464109,-0.744076,0.094229,-1.964162,-0.362284,-1.378407,0.557021,0.395093,0.244755,4.67898,3.318782,84.459941,-1.226501,-0.498039,0.087517,3.342128,2.370558,60.328529,-0.237056,0.334213,0.0
2.4,0.409596,1.14704,0.462606,-0.758904,0.090298,-1.967115,-0.365029,-1.36677,0.559223,0.395461,0.244549,4.697477,3.32187,84.458213,-1.226954,-0.495214,0.087719,3.355341,2.372764,60.327295,-0.237276,0.335534,0.0
2.42,0.411877,1.133896,0.461073,-0.773682,0.086361,-1.969941,-0.367751,-1.355045,0.56137,0.395814,0.24434,4.715505,3.324839,84.456452,-1.227388,-0.492459,0.087916,3.368218,2.374885,60.326037,-0.237488,0.336822,0.0
2.44,0.414131,1.12068,0.459511,-0.788412,0.082418,-1.972642,-0.370449,-1.343234,0.56346,0.396153,0.244126,4.733061,3.327688,84.454658,-1.227804,-0.489774,0.088107,3.380758,2.37692,60.324756,-0.237692,0.338076,0.0
2.46,0.416359,1.107392,0.45792,-0.803091,0.078471,-1.975216,-0.373124,-1.331337,0.565493,0.396478,0.243909,4.750144,3.330417,84.452832,-1.228202,-0.487162,0.088293,3.39296,2.378869,60.323451,-0.237887,0.339296,0.0
2.48,0.418561,1.094033,0.456299,-0.817718,0.074518,-1.977664,-0.375775,-1.319354,0.56747,0.396789,0.243687,4.766751,3.333026,84.450972,-1.228581,-0.48462,0.088473,3.404822,2.380733,60.322123,-0.238073,0.340482,0.0
2.5,0.420735,1.080605,0.454649,-0.832294,0.07056,-1.979985,-0.378401,-1.307287,0.569391,0.397085,0.243462,4.782882,3.335516,84.44908,-1.228942,-0.48215,0.088646,3.416345,2.382511,60.320771,-0.238251,0.341634,0.0
2.52,0.422883,1.067107,0.45297,-0.846816,0.066598,-1.98218,-0.381004,-1.295137,0.571254,0.397367,0.243233,4.798535,3.337885,84.447155,-1.229284,-0.479753,0.088814,3.427525,2.384204,60.319397,-0.23842,0.342753,0.0
2.54,0.425004,1.05354,0.451261,-0.861283,0.062631,-1.984247,-0.383582,-1.282903,0.573061,0.397635,0.243,4.813708,3.340134,84.445198,-1.229608,-0.477427,0.088977,3.438363,2.38581,60.317998,-0.238581,0.343836,0.0
2.56,0.427097,1.039907,0.449524,-0.875696,0.058661,-1.986188,-0.386135,-1.270588,0.57481,0.397888,0.242763,4.8284,3.342263,84.443207,-1.229913,-0.475174,0.089133,3.448857,2.387331,60.316577,-0.238733,0.344886,0.0
2.58,0.429163,1.026206,0.447759,-0.890053,0.054687,-1.988001,-0.388664,-1.258191,0.576501,0.398128,0.242522,4.842609,3.344271,84.441185,-1.2302,-0.472993,0.089283,3.459006,2.388765,60.315132,-0.238877,0.345901,0.0
2.6,0.431202,1.012441,0.445964,-0.904352,0.050709,-1.989688,-0.391168,-1.245713,0.578135,0.398352,0.242277,4.856333,3.34616,84.439129,-1.230468,-0.470886,0.089428,3.468809,2.390114,60.313664,-0.239011,0.346881,0.0
2.62,0.433213,0.99861,0.444141,-0.918594,0.046728,-1.991247,-0.393647,-1.233156,0.579711,0.398563,0.242029,4.869572,3.347927,84.437041,-1.230718,-0.468851,0.089567,3.478266,2.391377,60.312172,-0.239138,0.347827,0.0
2.64,0.435197,0.984715,0.44229,-0.932777,0.042744,-1.992678,-0.396101,-1.22052,0.581229,0.398759,0.241776,4.882324,3.349575,84.434921,-1.230949,-0.46689,0.0897,3.487374,2.392553,60.310658,-0.239255,0.348737,0.0
2.66,0.437152,0.970758,0.44041,-0.9469,0.038757,-1.993982,-0.398529,-1.207806,0.582689,0.398941,0.24152,4.894588,3.351101,84.432768,-1.231162,-0.465002,0.089826,3.496134,2.393644,60.30912,-0.239364,0.349613,0.0
2.68,0.439079,0.956738,0.438502,-0.960963,0.034768,-1.995159,-0.400932,-1.195015,0.584091,0.399108,0.24126,4.906362,3.352507,84.430582,-1.231356,-0.463188,0.089947,3.504544,2.394648,60.307559,-0.239465,0.350454,0.0
2.7,0.440979,0.942657,0.436566,-0.974964,0.030777,-1.996208,-0.403309,-1.182147,0.585434,0.399261,0.240996,4.917646,3.353792,84.428364,-1.231532,-0.461447,0.090063,3.512604,2.395566,60.305974,-0.239557,0.35126,0.0
2.72,0.44285,0.928515,0.434603,-0.988903,0.026784,-1.997129,-0.40566,-1.169203,0.586719,0.3994,0.240728,4.928438,3.354957,84.426114,-1.231689,-0.459781,0.090172,3.520313,2.396398,60.304367,-0.23964,0.352031,0.0
2.74,0.444693,0.914315,0.432611,-1.002778,0.022788,-1.997922,-0.407986,-1.156185,0.587945,0.399524,0.240456,4.938737,3.356001,84.423831,-1.231827,-0.458189,0.090275,3.527669,2.397143,60.302737,-0.239714,0.352767,0.0
2.76,0.446507,0.900055,0.430592,-1.01659,0.018792,-1.998587,-0.410285,-1.143092,0.589112,0.399634,0.240181,4.948542,3.356924,84.421516,-1.231947,-0.456671,0.090372,3.534673,2.397803,60.301083,-0.23978,0.353467,0.0
2.78,0.448293,0.885738,0.428545,-1.030336,0.014794,-1.999124,-0.412558,-1.129927,0.59022,0.399729,0.239901,4.957852,3.357726,84.419169,-1.232048,-0.455228,0.090463,3.541323,2.398375,60.299407,-0.239838,0.354132,0.0
2.8,0.45005,0.871365,0.42647,-1.044016,0.010795,-1.999534,-0.414805,-1.116689,0.59127,0.39981,0.239618,4.966667,3.358407,84.41679,-1.232131,-0.453859,0.090549,3.547619,2.398862,60.297707,-0.239886,0.354762,0.0
2.82,0.451779,0.856936,0.424369,-1.05763,0.006796,-1.999815,-0.417025,-1.10338,0.59226,0.399877,0.239331,4.974985,3.358967,84.414378,-1.232195,-0.452565,0.090628,3.55356,2.399262,60.295984,-0.239926,0.355356,0.0
2.84,0.453478,0.842451,0.42224,-1.071176,0.002796,-1.999969,-0.419218,-1.09,0.593191,0.399929,0.23904,4.982805,3.359406,84.411934,-1.232241,-0.451346,0.090701,3.559146,2.399576,60.294239,-0.239958,0.355915,0.0
2.86,0.455148,0.827913,0.420084,-1.084653,-0.001204,-1.999994,-0.421385,-1.07655,0.594063,0.399967,0.238745,4.990127,3.359725,84.409458,-1.232268,-0.450202,0.090769,3.564376,2.399804,60.29247,-0.23998,0.356438,0.0
2.88,0.45679,0.813322,0.417901,-1.098061,-0.005204,-1.999892,-0.423524,-1.063031,0.594875,0.399991,0.238446,4.99695,3.359922,84.40695,-1.232276,-0.449133,0.09083,3.56925,2.399945,60.290679,-0.239994,0.356925,0.0
2.9,0.458402,0.798679,0.415692,-1.111398,-0.009203,-1.999661,-0.425637,-1.049445,0.595628,0.4,0.238144,5.003273,3.359999,84.40441,-1.232266,-0.448139,0.090885,3.573767,2.399999,60.288864,-0.24,0.357377,0.0
2.92,0.459984,0.783985,0.413456,-1.124665,-0.013202,-1.999303,-0.427722,-1.035791,0.596321,0.399995,0.237838,5.009097,3.359955,84.401838,-1.232237,-0.44722,0.090934,3.577926,2.399968,60.287027,-0.239997,0.357793,0.0
2.94,0.461537,0.76924,0.411193,-1.137859,-0.0172,-1.998816,-0.42978,-1.022071,0.596955,0.399975,0.237528,5.014419,3.359789,84.399234,-1.23219,-0.446377,0.090978,3.581728,2.399849,60.285167,-0.239985,0.358173,0.0
2.96,0.463061,0.754447,0.408904,-1.150981,-0.021197,-1.998202,-0.43181,-1.008285,0.597529,0.399941,0.237214,5.019239,3.359503,84.396598,-1.232124,-0.445609,0.091015,3.585171,2.399645,60.283284,-0.239964,0.358517,0.0
2.98,0.464555,0.739605,0.406589,-1.164029,-0.025193,-1.99746,-0.433813,-0.994435,0.598043,0.399892,0.236896,5.023558,3.359096,84.39393,-1.23204,-0.444917,0.091046,3.588256,2.399354,60.281379,-0.239935,0.358826,0.0
3.0,0.46602,0.724716,0.404248,-1.177002,-0.029187,-1.99659,-0.435788,-0.980522,0.598497,0.399829,0.236575,5.027375,3.358567,84.39123,-1.231936,-0.444301,0.091071,3.590982,2.398977,60.27945,-0.239898,0.359098,0.0
3.02,0.467454,0.70978,0.401881,-1.1899,-0.033179,-1.995592,-0.437735,-0.966545,0.598891,0.399752,0.23625,5.030688,3.357918,84.388499,-1.231815,-0.44376,0.09109,3.593349,2.398513,60.277499,-0.239851,0.359335,0.0
3.04,0.468859,0.694799,0.399489,-1.202722,-0.037169,-1.994466,-0.439654,-0.952507,0.599226,0.39966,0.235921,5.033499,3.357148,84.385735,-1.231674,-0.443295,0.091104,3.595357,2.397963,60.275525,-0.239796,0.359536,0.0
3.06,0.470233,0.679773,0.39707,-1.215467,-0.041157,-1.993213,-0.441545,-0.938408,0.599501,0.399554,0.235588,5.035806,3.356257,84.38294,-1.231516,-0.442906,0.091111,3.597005,2.397327,60.273529,-0.239733,0.3597,0.0
3.08,0.471578,0.664704,0.394627,-1.228135,-0.045142,-1.991832,-0.443408,-0.924248,0.599715,0.399434,0.235252,5.03761,3.355246,84.380114,-1.231338,-0.442592,0.091112,3.598293,2.396604,60.27151,-0.23966,0.359829,0.0
3.1,0.472892,0.649593,0.392158,-1.240723,-0.049124,-1.990324,-0.445242,-0.91003,0.59987,0.399299,0.234911,5.03891,3.354113,84.377255,-1.231142,-0.442354,0.091107,3.599222,2.395795,60.269468,-0.23958,0.359922,0.0
3.12,0.474176,0.634439,0.389664,-1.253232,-0.053103,-1.988688,-0.447048,-0.895753,0.599965,0.39915,0.234567,5.039706,3.35286,84.374366,-1.230928,-0.442193,0.091095,3.59979,2.3949,60.267404,-0.23949,0.359979,0.0
3.14,0.47543,0.619246,0.387145,-1.265661,-0.057079,-1.986925,-0.448825,-0.881419,0.6,0.398986,0.23422,5.039998,3.351486,84.371444,-1.230695,-0.442107,0.091078,3.599999,2.393919,60.265317,-0.239392,0.36,0.0
3.16,0.476653,0.604012,0.384601,-1.278009,-0.061051,-1.985035,-0.450573,-0.867029,0.599975,0.398809,0.233868,5.039787,3.349991,84.368491,-1.230443,-0.442096,0.091055,3.599848,2.392851,60.263208,-0.239285,0.359985,0.0
3.18,0.477846,0.58874,0.382033,-1.290276,-0.065019,-1.983018,-0.452293,-0.852583,0.599889,0.398616,0.233513,5.039071,3.348376,84.365507,-1.230173,-0.442162,0.091026,3.599336,2.391697,60.261077,-0.23917,0.359934,0.0
3.2,0.479008,0.57343,0.37944,-1.302459,-0.068983,-1.980874,-0.453984,-0.838082,0.599744,0.39841,0.233154,5.037851,3.346641,84.362492,-1.229884,-0.442304,0.090991,3.598465,2.390458,60.258923,-0.239046,0.359846,0.0
3.22,0.480139,0.558084,0.376823,-1.31456,-0.072942,-1.978603,-0.455645,-0.823528,0.599539,0.398189,0.232791,5.036127,3.344784,84.359445,-1.229577,-0.442521,0.090949,3.597234,2.389132,60.256746,-0.238913,0.359723,0.0
3.24,0.48124,0.542702,0.374182,-1.326576,-0.076897,-1.976206,-0.457278,-0.808921,0.599274,0.397953,0.232425,5.0339,3.342808,84.356366,-1.229251,-0.442815,0.090902,3.595643,2.38772,60.254547,-0.238772,0.359564,0.0
3.26,0.48231,0.527285,0.371517,-1.338507,-0.080847,-1.973682,-0.458881,-0.794263,0.598949,0.397704,0.232054,5.03117,3.340711,84.353257,-1.228907,-0.443184,0.090849,3.593693,2.386222,60.252326,-0.238622,0.359369,0.0
3.28,0.483349,0.511834,0.368828,-1.350353,-0.084792,-1.971032,-0.460455,-0.779553,0.598564,0.39744,0.23168,5.027936,3.338494,84.350116,-1.228544,-0.443628,0.090789,3.591383,2.384638,60.250083,-0.238464,0.359138,0.0
3.3,0.484358,0.496351,0.366116,-1.362112,-0.088731,-1.968255,-0.461999,-0.764794,0.598119,0.397161,0.231303,5.0242,3.336156,84.346944,-1.228163,-0.444149,0.090724,3.588714,2.382969,60.247817,-0.238297,0.358871,0.0
3.32,0.485335,0.480836,0.36338,-1.373784,-0.092665,-1.965353,-0.463514,-0.749986,0.597614,0.396869,0.230922,5.019961,3.333699,84.343741,-1.227764,-0.444745,0.090653,3.585686,2.381213,60.245529,-0.238121,0.358569,0.0
3.34,0.486281,0.46529,0.360621,-1.385368,-0.096593,-1.962325,-0.464999,-0.735129,0.59705,0.396562,0.230537,5.01522,3.331121,84.340507,-1.227346,-0.445417,0.090575,3.5823,2.379372,60.243219,-0.237937,0.35823,0.0
3.36,0.487196,0.449714,0.357838,-1.396863,-0.100514,-1.959171,-0.466454,-0.720226,0.596426,0.396241,0.230148,5.009978,3.328424,84.337242,-1.226909,-0.446164,0.090492,3.578556,2.377446,60.240887,-0.237745,0.357856,0.0
3.38,0.48808,0.43411,0.355033,-1.408269,-0.104429,-1.955892,-0.46788,-0.705277,0.595742,0.395906,0.229756,5.004234,3.325607,84.333946,-1.226454,-0.446987,0.090402,3.574453,2.375433,60.238533,-0.237543,0.357445,0.0
3.4,0.488932,0.418477,0.352205,-1.419585,-0.108338,-1.952488,-0.469275,-0.690282,0.594999,0.395556,0.229359,4.997991,3.32267,84.33062,-1.225981,-0.447885,0.090307,3.569993,2.373335,60.236157,-0.237334,0.356999,0.0
3.42,0.489754,0.402818,0.349355,-1.43081,-0.112239,-1.948958,-0.470641,-0.675243,0.594196,0.395192,0.22896,4.991247,3.319613,84.327262,-1.225489,-0.448858,0.090205,3.565176,2.371152,60.233759,-0.237115,0.356518,0.0
3.44,0.490544,0.387133,0.346482,-1.441944,-0.116133,-1.945304,-0.471976,-0.660161,0.593334,0.394814,0.228556,4.984004,3.316437,84.323874,-1.224979,-0.449906,0.090098,3.560003,2.368884,60.231338,-0.236888,0.356,0.0
3.46,0.491302,0.371424,0.343587,-1.452985,-0.12002,-1.941526,-0.473282,-0.645037,0.592412,0.394422,0.228149,4.976263,3.313141,84.320455,-1.224451,-0.451029,0.089984,3.554474,2.36653,60.228896,-0.236653,0.355447,0.0
3.48,0.492029,0.35569,0.34067,-1.463933,-0.123899,-1.937623,-0.474556,-0.629872,0.591432,0.394015,0.227739,4.968025,3.309727,84.317005,-1.223904,-0.452228,0.089865,3.548589,2.36409,60.226432,-0.236409,0.354859,0.0
3.5,0.492725,0.339934,0.337732,-1.474787,-0.127771,-1.933596,-0.475801,-0.614666,0.590392,0.393594,0.227324,4.959289,3.306193,84.313525,-1.223339,-0.453501,0.08974,3.542349,2.361566,60.223946,-0.236157,0.354235,0.0
3.52,0.493389,0.324156,0.334771,-1.485548,-0.131634,-1.929446,-0.477015,-0.599421,0.589293,0.39316,0.226906,4.950058,3.30254,84.310014,-1.222756,-0.454849,0.089608,3.535756,2.358957,60.221438,-0.235896,0.353576,0.0
3.54,0.494021,0.308358,0.331789,-1.496213,-0.135488,-1.925172,-0.478199,-0.584137,0.588135,0.39271,0.226485,4.940331,3.298768,84.306472,-1.222155,-0.456271,0.089471,3.528808,2.356263,60.218909,-0.235626,0.352881,0.0
3.56,0.494622,0.292539,0.328786,-1.506782,-0.139334,-1.920775,-0.479352,-0.568816,0.586918,0.392247,0.22606,4.930111,3.294877,84.3029,-1.221535,-0.457767,0.089328,3.521508,2.353484,60.216357,-0.235348,0.352151,0.0
3.58,0.495192,0.276702,0.325762,-1.517255,-0.143171,-1.916255,-0.480474,-0.553459,0.585643,0.39177,0.225631,4.919397,3.290868,84.299298,-1.220897,-0.459338,0.089179,3.513855,2.35062,60.213784,-0.235062,0.351386,0.0
3.6,0.495729,0.260847,0.322717,-1.52763,-0.146999,-1.911612,-0.481565,-0.538066,0.584309,0.391279,0.225198,4.908192,3.286741,84.295666,-1.220241,-0.460983,0.089024,3.505851,2.347672,60.21119,-0.234767,0.350585,0.0
3.62,0.496235,0.244976,0.319652,-1.537908,-0.150818,-1.906847,-0.482626,-0.522639,0.582916,0.390773,0.224762,4.896496,3.282495,84.292003,-1.219566,-0.462702,0.088863,3.497497,2.344639,60.208573,-0.234464,0.34975,0.0
3.64,0.496709,0.229089,0.316566,-1.548088,-0.154626,-1.90196,-0.483656,-0.507178,0.581465,0.390254,0.224323,4.88431,3.27813,84.28831,-1.218874,-0.464495,0.088696,3.488793,2.341522,60.205936,-0.234152,0.348879,0.0
3.66,0.497151,0.213187,0.31346,-1.558168,-0.158425,-1.896951,-0.484655,-0.491685,0.579957,0.38972,0.223879,4.871636,3.273648,84.284587,-1.218163,-0.466361,0.088523,3.47974,2.33832,60.203276,-0.233832,0.347974,0.0
3.68,0.497562,0.197271,0.310333,-1.568149,-0.162214,-1.891821,-0.485623,-0.476161,0.57839,0.389172,0.223433,4.858474,3.269048,84.280833,-1.217434,-0.4683,0.088345,3.470339,2.335034,60.200595,-0.233503,0.347034,0.0
3.7,0.49794,0.181343,0.307187,-1.578029,-0.165993,-1.886569,-0.486559,-0.460606,0.576765,0.388611,0.222982,4.844827,3.264331,84.27705,-1.216688,-0.470313,0.08816,3.460591,2.331665,60.197893,-0.233166,0.346059,0.0
3.72,0.498287,0.165404,0.304021,-1.587809,-0.16976,-1.881197,-0.487465,-0.445021,0.575083,0.388035,0.222528,4.830695,3.259495,84.273237,-1.215923,-0.472398,0.08797,3.450497,2.328211,60.195169,-0.232821,0.34505,0.0
3.74,0.498602,0.149453,0.300836,-1.597487,-0.173517,-1.875705,-0.48834,-0.429408,0.573343,0.387446,0.222071,4.81608,3.254543,84.269394,-1.21514,-0.474556,0.087774,3.440057,2.324673,60.192424,-0.232467,0.344006,0.0
3.76,0.498885,0.133493,0.297631,-1.607062,-0.177263,-1.870092,-0.489183,-0.413768,0.571546,0.386842,0.22161,4.800984,3.249473,84.265521,-1.214339,-0.476787,0.087572,3.429274,2.321052,60.189658,-0.232105,0.342927,0.0
3.78,0.499136,0.117525,0.294408,-1.616535,-0.180998,-1.86436,-0.489995,-0.398101,0.569691,0.386225,0.221145,4.785407,3.244286,84.261618,-1.21352,-0.47909,0.087365,3.418148,2.317347,60.18687,-0.231735,0.341815,0.0
3.8,0.499355,0.101549,0.291165,-1.625904,-0.18472,-1.858508,-0.490775,-0.382409,0.56778,0.385593,0.220677,4.769352,3.238983,84.257685,-1.212683,-0.481465,0.087151,3.40668,2.313559,60.184061,-0.231356,0.340668,0.0
3.82,0.499542,0.085567,0.287904,-1.635169,-0.188432,-1.852538,-0.491524,-0.366692,0.565812,0.384948,0.220205,4.75282,3.233563,84.253723,-1.211829,-0.483912,0.086932,3.394872,2.309688,60.181231,-0.230969,0.339487,0.0
3.84,0.499697,0.069579,0.284625,-1.64433,-0.192131,-1.846449,-0.492242,-0.350951,0.563787,0.384289,0.21973,4.735813,3.228026,84.249731,-1.210956,-0.48643,0.086707,3.382724,2.305733,60.17838,-0.230573,0.338272,0.0
3.86,0.49982,0.053586,0.281327,-1.653385,-0.195817,-1.840242,-0.492928,-0.335189,0.561706,0.383616,0.219251,4.718332,3.222374,84.24571,-1.210066,-0.48902,0.086477,3.370237,2.301695,60.175507,-0.23017,0.337024,0.0
3.88,0.499912,0.03759,0.278011,-1.662334,-0.199491,-1.833917,-0.493583,-0.319404,0.559569,0.382929,0.218769,4.70038,3.216605,84.241659,-1.209157,-0.49168,0.08624,3.357414,2.297575,60.172614,-0.229757,0.335741,0.0
3.9,0.499971,0.021592,0.274678,-1.671178,-0.203153,-1.827474,-0.494206,-0.3036,0.557376,0.382229,0.218283,4.681957,3.21072,84.237579,-1.208231,-0.494412,0.085998,3.344255,2.293372,60.169699,-0.229337,0.334425,0.0
3.92,0.499998,0.005593,0.271327,-1.679914,-0.206801,-1.820915,-0.494797,-0.287776,0.555127,0.381514,0.217794,4.663066,3.20472,84.23347,-1.207287,-0.497214,0.085751,3.330761,2.289086,60.166764,-0.228909,0.333076,0.0
3.94,0.499993,-0.010407,0.267958,-1.688542,-0.210436,-1.814239,-0.495357,-0.271933,0.552822,0.380786,0.217301,4.643709,3.198605,84.229331,-1.206326,-0.500086,0.085498,3.316935,2.284718,60.163808,-0.228472,0.331693,0.0
3.96,0.499956,-0.026407,0.264573,-1.697063,-0.214058,-1.807447,-0.495885,-0.256073,0.550463,0.380045,0.216805,4.623887,3.192374,84.225163,-1.205347,-0.503028,0.085239,3.302777,2.280267,60.160831,-0.228027,0.330278,0.0
3.98,0.499888,-0.042404,0.26117,-1.705475,-0.217666,-1.80054,-0.496381,-0.240197,0.548048,0.379289,0.216305,4.603603,3.186029,84.220966,-1.20435,-0.50604,0.084974,3.288288,2.275735,60.157833,-0.227573,0.328829,0.0
4.0,0.499787,-0.058399,0.257751,-1.713778,-0.22126,-1.793517,-0.496846,-0.224305,0.545578,0.37852,0.215802,4.582859,3.179568,84.21674,-1.203335,-0.50912,0.084704,3.273471,2.27112,60.154814,-0.227112,0.327347,0.0
4.02,0.499654,-0.07439,0.254315,-1.721971,-0.22484,-1.786379,-0.497278,-0.208399,0.543054,0.377737,0.215296,4.561656,3.172994,84.212484,-1.202303,-0.51227,0.084428,3.258326,2.266424,60.151775,-0.226642,0.325833,0.0
4.04,0.499489,-0.090377,0.250863,-1.730053,-0.228406,-1.779127,-0.497679,-0.19248,0.540476,0.376941,0.214786,4.539998,3.166305,84.2082,-1.201254,-0.515489,0.084147,3.242855,2.261646,60.148715,-0.226165,0.324286,0.0
4.06,0.499293,-0.106357,0.247395,-1.738026,-0.231957,-1.771761,-0.498048,-0.176548,0.537843,0.376131,0.214272,4.517885,3.159502,84.203887,-1.200186,-0.518776,0.08386,3.227061,2.256787,60.145634,-0.225679,0.322706,0.0
4.08,0.499064,-0.122331,0.243911,-1.745887,-0.235493,-1.764282,-0.498385,-0.160605,0.535157,0.375308,0.213755,4.49532,3.152585,84.199546,-1.199102,-0.522131,0.083568,3.210943,2.251846,60.142533,-0.225185,0.321094,0.0
4.1,0.498803,-0.138297,0.240411,-1.753636,-0.239014,-1.75669,-0.498691,-0.144652,0.532417,0.374471,0.213235,4.472306,3.145555,84.195175,-1.198,-0.525553,0.083271,3.194505,2.246825,60.139411,-0.224682,0.31945,0.0
4.12,0.498511,-0.154254,0.236896,-1.761273,-0.242519,-1.748985,-0.498964,-0.128689,0.529624,0.37362,0.212711,4.448845,3.138411,84.190776,-1.19688,-0.529043,0.082967,3.177746,2.241722,60.136268,-0.224172,0.317775,0.0
4.14,0.498186,-0.170201,0.233366,-1.768797,-0.246009,-1.741169,-0.499205,-0.112718,0.526778,0.372757,0.212184,4.424939,3.131155,84.186348,-1.195744,-0.5326,0.082659,3.160671,2.236539,60.133106,-0.223654,0.316067,0.0
4.16,0.49783,-0.186138,0.229821,-1.776208,-0.249484,-1.733241,-0.499415,-0.09674,0.52388,0.371879,0.211654,4.40059,3.123786,84.181892,-1.19459,-0.536223,0.082345,3.143279,2.231276,60.129923,-0.223128,0.314328,0.0
4.18,0.497442,-0.202062,0.226262,-1.783505,-0.252942,-1.725202,-0.499592,-0.080756,0.520929,0.370989,0.21112,4.375802,3.116304,84.177407,-1.193418,-0.539913,0.082026,3.125573,2.225932,60.126719,-0.222593,0.312557,0.0
4.2,0.497022,-0.217974,0.222687,-1.790689,-0.256385,-1.717053,-0.499738,-0.064767,0.517926,0.370085,0.210583,4.350575,3.108711,84.172894,-1.19223,-0.543669,0.081701,3.107554,2.220508,60.123496,-0.222051,0.310755,0.0
